[34m[1mwandb[0m: [33mWARNING[0m The `run_name` is currently set to the same value as `TrainingArguments.output_dir`. If this was not intended, please specify a different run name by setting the `TrainingArguments.run_name` parameter.
                                                                                                                   
{'loss': 2.31, 'grad_norm': 1.330902338027954, 'learning_rate': 9.615384615384617e-07, 'epoch': 0.02}
{'loss': 0.4242, 'grad_norm': 0.5604316592216492, 'learning_rate': 2.9926400759734098e-05, 'epoch': 4.61}
{'loss': 0.4507, 'grad_norm': 0.9318342804908752, 'learning_rate': 2.9807692307692308e-05, 'epoch': 4.63}
{'loss': 0.3861, 'grad_norm': 0.8274067640304565, 'learning_rate': 2.9688983855650525e-05, 'epoch': 4.65}
{'loss': 0.3968, 'grad_norm': 0.7024892568588257, 'learning_rate': 2.9570275403608738e-05, 'epoch': 4.67}
{'loss': 0.4137, 'grad_norm': 1.3089654445648193, 'learning_rate': 2.9451566951566955e-05, 'epoch': 4.69}
{'loss': 0.3863, 'grad_norm': 0.8129514455795288, 'learning_rate': 2.933285849952517e-05, 'epoch': 4.71}
{'loss': 0.3595, 'grad_norm': 1.2847726345062256, 'learning_rate': 2.921415004748338e-05, 'epoch': 4.73}
{'loss': 0.4153, 'grad_norm': 1.0391051769256592, 'learning_rate': 2.90954415954416e-05, 'epoch': 4.76}
{'loss': 0.3914, 'grad_norm': 1.0087522268295288, 'learning_rate': 2.897673314339981e-05, 'epoch': 4.78}
{'loss': 0.4261, 'grad_norm': 0.5977690815925598, 'learning_rate': 2.8858024691358025e-05, 'epoch': 4.8}
{'loss': 0.4083, 'grad_norm': 0.9327118992805481, 'learning_rate': 2.873931623931624e-05, 'epoch': 4.82}
{'loss': 0.3961, 'grad_norm': 0.896119236946106, 'learning_rate': 2.8620607787274455e-05, 'epoch': 4.84}
{'loss': 0.3999, 'grad_norm': 0.8635342717170715, 'learning_rate': 2.850189933523267e-05, 'epoch': 4.86}
{'loss': 0.4135, 'grad_norm': 0.6615939736366272, 'learning_rate': 2.8383190883190885e-05, 'epoch': 4.88}
{'loss': 0.3659, 'grad_norm': 0.9128190875053406, 'learning_rate': 2.82644824311491e-05, 'epoch': 4.9}
{'loss': 0.4027, 'grad_norm': 0.7835974097251892, 'learning_rate': 2.8145773979107315e-05, 'epoch': 4.93}
{'loss': 0.3916, 'grad_norm': 0.911917507648468, 'learning_rate': 2.8027065527065525e-05, 'epoch': 4.95}
{'loss': 0.3645, 'grad_norm': 0.774476170539856, 'learning_rate': 2.7908357075023745e-05, 'epoch': 4.97}
{'loss': 0.4019, 'grad_norm': 1.1586600542068481, 'learning_rate': 2.7789648622981955e-05, 'epoch': 4.99}
{'eval_loss': 0.376971036195755, 'eval_accuracy': 0.9016, 'eval_f1_score': 0.9002692989965008, 'eval_precision': 0.9010091257428806, 'eval_recall': 0.9003034407719337, 'eval_runtime': 1.8318, 'eval_samples_per_second': 5459.087, 'eval_steps_per_second': 170.869, 'epoch': 5.0}
{'loss': 0.373, 'grad_norm': 0.8627157211303711, 'learning_rate': 2.7670940170940176e-05, 'epoch': 5.01}
{'loss': 0.3977, 'grad_norm': 0.8544540405273438, 'learning_rate': 2.7552231718898385e-05, 'epoch': 5.03}
{'loss': 0.3691, 'grad_norm': 0.9303475618362427, 'learning_rate': 2.7433523266856602e-05, 'epoch': 5.05}
{'loss': 0.4003, 'grad_norm': 0.9895772933959961, 'learning_rate': 2.7314814814814816e-05, 'epoch': 5.07}
{'loss': 0.3971, 'grad_norm': 1.066126823425293, 'learning_rate': 2.7196106362773032e-05, 'epoch': 5.1}
{'loss': 0.4091, 'grad_norm': 0.8207716345787048, 'learning_rate': 2.7077397910731246e-05, 'epoch': 5.12}
{'loss': 0.3593, 'grad_norm': 1.00653874874115, 'learning_rate': 2.6958689458689462e-05, 'epoch': 5.14}
{'loss': 0.3767, 'grad_norm': 0.8070029020309448, 'learning_rate': 2.6839981006647676e-05, 'epoch': 5.16}
{'loss': 0.3832, 'grad_norm': 0.636998176574707, 'learning_rate': 2.6721272554605892e-05, 'epoch': 5.18}
{'loss': 0.3898, 'grad_norm': 0.7938328981399536, 'learning_rate': 2.6602564102564102e-05, 'epoch': 5.2}
{'loss': 0.4096, 'grad_norm': 0.5946194529533386, 'learning_rate': 2.6483855650522323e-05, 'epoch': 5.22}
{'loss': 0.3823, 'grad_norm': 0.6947523951530457, 'learning_rate': 2.6365147198480532e-05, 'epoch': 5.25}
{'loss': 0.3742, 'grad_norm': 1.0775386095046997, 'learning_rate': 2.6246438746438746e-05, 'epoch': 5.27}
{'loss': 0.3789, 'grad_norm': 0.9954750537872314, 'learning_rate': 2.6127730294396963e-05, 'epoch': 5.29}
{'loss': 0.3936, 'grad_norm': 0.9073874950408936, 'learning_rate': 2.6009021842355176e-05, 'epoch': 5.31}
{'loss': 0.4168, 'grad_norm': 0.8745020031929016, 'learning_rate': 2.5890313390313393e-05, 'epoch': 5.33}
{'loss': 0.4444, 'grad_norm': 0.8525209426879883, 'learning_rate': 2.5771604938271603e-05, 'epoch': 5.35}
{'loss': 0.4168, 'grad_norm': 0.8069931864738464, 'learning_rate': 2.5652896486229823e-05, 'epoch': 5.37}
{'loss': 0.3856, 'grad_norm': 0.5958717465400696, 'learning_rate': 2.5534188034188033e-05, 'epoch': 5.39}
{'loss': 0.3863, 'grad_norm': 1.0098488330841064, 'learning_rate': 2.541547958214625e-05, 'epoch': 5.42}
{'loss': 0.3927, 'grad_norm': 0.7658156752586365, 'learning_rate': 2.5296771130104463e-05, 'epoch': 5.44}
{'loss': 0.3502, 'grad_norm': 0.9641161561012268, 'learning_rate': 2.517806267806268e-05, 'epoch': 5.46}
{'loss': 0.3599, 'grad_norm': 0.9246017336845398, 'learning_rate': 2.5059354226020893e-05, 'epoch': 5.48}
{'loss': 0.376, 'grad_norm': 0.8900744318962097, 'learning_rate': 2.4940645773979106e-05, 'epoch': 5.5}
{'loss': 0.3787, 'grad_norm': 0.647404670715332, 'learning_rate': 2.4821937321937323e-05, 'epoch': 5.52}
{'loss': 0.3682, 'grad_norm': 1.2827935218811035, 'learning_rate': 2.4703228869895536e-05, 'epoch': 5.54}
{'loss': 0.3757, 'grad_norm': 0.7309187650680542, 'learning_rate': 2.4584520417853753e-05, 'epoch': 5.57}
{'loss': 0.3636, 'grad_norm': 0.8430037498474121, 'learning_rate': 2.4465811965811966e-05, 'epoch': 5.59}
{'loss': 0.388, 'grad_norm': 0.9188904166221619, 'learning_rate': 2.434710351377018e-05, 'epoch': 5.61}
{'loss': 0.3813, 'grad_norm': 0.8418498635292053, 'learning_rate': 2.4228395061728396e-05, 'epoch': 5.63}
{'loss': 0.3985, 'grad_norm': 0.713925302028656, 'learning_rate': 2.410968660968661e-05, 'epoch': 5.65}
{'loss': 0.3425, 'grad_norm': 0.6413953900337219, 'learning_rate': 2.3990978157644826e-05, 'epoch': 5.67}
{'loss': 0.3503, 'grad_norm': 0.8100191354751587, 'learning_rate': 2.387226970560304e-05, 'epoch': 5.69}
{'loss': 0.375, 'grad_norm': 1.1352121829986572, 'learning_rate': 2.3753561253561253e-05, 'epoch': 5.71}
{'loss': 0.3856, 'grad_norm': 0.9686960577964783, 'learning_rate': 2.363485280151947e-05, 'epoch': 5.74}
{'loss': 0.3926, 'grad_norm': 1.23604416847229, 'learning_rate': 2.3516144349477683e-05, 'epoch': 5.76}
{'loss': 0.3851, 'grad_norm': 0.6875457167625427, 'learning_rate': 2.33974358974359e-05, 'epoch': 5.78}
{'loss': 0.3711, 'grad_norm': 0.59528648853302, 'learning_rate': 2.3278727445394113e-05, 'epoch': 5.8}
{'loss': 0.3792, 'grad_norm': 0.6285157799720764, 'learning_rate': 2.3160018993352327e-05, 'epoch': 5.82}
{'loss': 0.3217, 'grad_norm': 0.6893819570541382, 'learning_rate': 2.3041310541310543e-05, 'epoch': 5.84}
{'loss': 0.3638, 'grad_norm': 0.7613526582717896, 'learning_rate': 2.2922602089268757e-05, 'epoch': 5.86}
{'loss': 0.3678, 'grad_norm': 0.782701849937439, 'learning_rate': 2.2803893637226973e-05, 'epoch': 5.89}
{'loss': 0.3525, 'grad_norm': 0.8169726133346558, 'learning_rate': 2.2685185185185187e-05, 'epoch': 5.91}
{'loss': 0.3653, 'grad_norm': 0.5335884690284729, 'learning_rate': 2.25664767331434e-05, 'epoch': 5.93}
{'loss': 0.383, 'grad_norm': 1.2966991662979126, 'learning_rate': 2.2447768281101617e-05, 'epoch': 5.95}
{'loss': 0.3741, 'grad_norm': 0.9337570071220398, 'learning_rate': 2.232905982905983e-05, 'epoch': 5.97}
{'loss': 0.3619, 'grad_norm': 0.4662476181983948, 'learning_rate': 2.2210351377018047e-05, 'epoch': 5.99}
{'eval_loss': 0.35161861777305603, 'eval_accuracy': 0.9063, 'eval_f1_score': 0.9049660001619337, 'eval_precision': 0.9052419228549903, 'eval_recall': 0.9051433583713404, 'eval_runtime': 2.0666, 'eval_samples_per_second': 4838.805, 'eval_steps_per_second': 151.455, 'epoch': 6.0}
{'loss': 0.3667, 'grad_norm': 0.9530612826347351, 'learning_rate': 2.2091642924976257e-05, 'epoch': 6.01}
{'loss': 0.3496, 'grad_norm': 0.8676947951316833, 'learning_rate': 2.1972934472934474e-05, 'epoch': 6.03}
{'loss': 0.3874, 'grad_norm': 0.8772657513618469, 'learning_rate': 2.1854226020892687e-05, 'epoch': 6.06}
{'loss': 0.3875, 'grad_norm': 0.660718560218811, 'learning_rate': 2.1735517568850904e-05, 'epoch': 6.08}
{'loss': 0.3583, 'grad_norm': 0.6866728663444519, 'learning_rate': 2.1616809116809117e-05, 'epoch': 6.1}
{'loss': 0.3669, 'grad_norm': 0.7289756536483765, 'learning_rate': 2.149810066476733e-05, 'epoch': 6.12}
{'loss': 0.3696, 'grad_norm': 0.9483729600906372, 'learning_rate': 2.1379392212725547e-05, 'epoch': 6.14}
{'loss': 0.353, 'grad_norm': 1.0785136222839355, 'learning_rate': 2.126068376068376e-05, 'epoch': 6.16}
{'loss': 0.3497, 'grad_norm': 0.72996586561203, 'learning_rate': 2.1141975308641977e-05, 'epoch': 6.18}
{'loss': 0.3468, 'grad_norm': 0.5479009747505188, 'learning_rate': 2.102326685660019e-05, 'epoch': 6.2}
{'loss': 0.3667, 'grad_norm': 0.8843186497688293, 'learning_rate': 2.0904558404558404e-05, 'epoch': 6.23}
{'loss': 0.3284, 'grad_norm': 0.9863799810409546, 'learning_rate': 2.078584995251662e-05, 'epoch': 6.25}
{'loss': 0.3601, 'grad_norm': 0.6130136251449585, 'learning_rate': 2.0667141500474834e-05, 'epoch': 6.27}
{'loss': 0.3598, 'grad_norm': 0.5458881258964539, 'learning_rate': 2.054843304843305e-05, 'epoch': 6.29}
{'loss': 0.3637, 'grad_norm': 0.9303703308105469, 'learning_rate': 2.0429724596391264e-05, 'epoch': 6.31}
{'loss': 0.3467, 'grad_norm': 1.0764788389205933, 'learning_rate': 2.0311016144349477e-05, 'epoch': 6.33}
{'loss': 0.408, 'grad_norm': 0.8333227038383484, 'learning_rate': 2.0192307692307694e-05, 'epoch': 6.35}
{'loss': 0.3601, 'grad_norm': 0.7792348265647888, 'learning_rate': 2.0073599240265908e-05, 'epoch': 6.38}
{'loss': 0.3126, 'grad_norm': 0.7097910046577454, 'learning_rate': 1.9954890788224124e-05, 'epoch': 6.4}
{'loss': 0.3907, 'grad_norm': 1.0612900257110596, 'learning_rate': 1.9836182336182338e-05, 'epoch': 6.42}
{'loss': 0.339, 'grad_norm': 0.632088303565979, 'learning_rate': 1.971747388414055e-05, 'epoch': 6.44}
{'loss': 0.3638, 'grad_norm': 0.7055741548538208, 'learning_rate': 1.9598765432098768e-05, 'epoch': 6.46}
{'loss': 0.3845, 'grad_norm': 0.998015284538269, 'learning_rate': 1.948005698005698e-05, 'epoch': 6.48}
{'loss': 0.3598, 'grad_norm': 0.8497163653373718, 'learning_rate': 1.9361348528015198e-05, 'epoch': 6.5}
{'loss': 0.3584, 'grad_norm': 0.7157729864120483, 'learning_rate': 1.924264007597341e-05, 'epoch': 6.52}
{'loss': 0.3677, 'grad_norm': 0.7051635384559631, 'learning_rate': 1.9123931623931624e-05, 'epoch': 6.55}
{'loss': 0.3394, 'grad_norm': 0.6166903972625732, 'learning_rate': 1.9005223171889838e-05, 'epoch': 6.57}
{'loss': 0.3627, 'grad_norm': 0.6510025858879089, 'learning_rate': 1.8886514719848055e-05, 'epoch': 6.59}
{'loss': 0.3505, 'grad_norm': 0.7785684466362, 'learning_rate': 1.8767806267806268e-05, 'epoch': 6.61}
{'loss': 0.403, 'grad_norm': 0.9838058948516846, 'learning_rate': 1.864909781576448e-05, 'epoch': 6.63}
{'loss': 0.3537, 'grad_norm': 0.8219534754753113, 'learning_rate': 1.8530389363722698e-05, 'epoch': 6.65}
{'loss': 0.3734, 'grad_norm': 0.8649765849113464, 'learning_rate': 1.841168091168091e-05, 'epoch': 6.67}
{'loss': 0.3458, 'grad_norm': 0.7217575907707214, 'learning_rate': 1.8292972459639128e-05, 'epoch': 6.7}
{'loss': 0.3238, 'grad_norm': 0.5675649642944336, 'learning_rate': 1.817426400759734e-05, 'epoch': 6.72}
{'loss': 0.3719, 'grad_norm': 0.7032024264335632, 'learning_rate': 1.8055555555555555e-05, 'epoch': 6.74}
{'loss': 0.3397, 'grad_norm': 1.0673236846923828, 'learning_rate': 1.793684710351377e-05, 'epoch': 6.76}
{'loss': 0.3307, 'grad_norm': 0.8162771463394165, 'learning_rate': 1.7818138651471985e-05, 'epoch': 6.78}
{'loss': 0.3728, 'grad_norm': 0.8377238512039185, 'learning_rate': 1.76994301994302e-05, 'epoch': 6.8}
{'loss': 0.3747, 'grad_norm': 0.666825532913208, 'learning_rate': 1.7580721747388415e-05, 'epoch': 6.82}
{'loss': 0.3238, 'grad_norm': 0.7707035541534424, 'learning_rate': 1.7462013295346628e-05, 'epoch': 6.84}
{'loss': 0.3553, 'grad_norm': 0.6990408301353455, 'learning_rate': 1.7343304843304845e-05, 'epoch': 6.87}
{'loss': 0.3158, 'grad_norm': 0.6901541352272034, 'learning_rate': 1.722459639126306e-05, 'epoch': 6.89}
{'loss': 0.3499, 'grad_norm': 0.9546013474464417, 'learning_rate': 1.7105887939221275e-05, 'epoch': 6.91}
{'loss': 0.3741, 'grad_norm': 0.837864875793457, 'learning_rate': 1.698717948717949e-05, 'epoch': 6.93}
{'loss': 0.342, 'grad_norm': 1.0098583698272705, 'learning_rate': 1.6868471035137705e-05, 'epoch': 6.95}
{'loss': 0.3658, 'grad_norm': 0.8202280402183533, 'learning_rate': 1.674976258309592e-05, 'epoch': 6.97}
{'loss': 0.3738, 'grad_norm': 0.7901362776756287, 'learning_rate': 1.6631054131054132e-05, 'epoch': 6.99}
{'eval_loss': 0.3360142111778259, 'eval_accuracy': 0.9102, 'eval_f1_score': 0.9090038203953039, 'eval_precision': 0.9092142699314737, 'eval_recall': 0.9091305865887659, 'eval_runtime': 2.0291, 'eval_samples_per_second': 4928.211, 'eval_steps_per_second': 154.253, 'epoch': 7.0}
{'loss': 0.3199, 'grad_norm': 0.7956423759460449, 'learning_rate': 1.651234567901235e-05, 'epoch': 7.01}
{'loss': 0.3362, 'grad_norm': 0.8543860912322998, 'learning_rate': 1.6393637226970562e-05, 'epoch': 7.04}
{'loss': 0.3804, 'grad_norm': 0.9006658792495728, 'learning_rate': 1.6274928774928775e-05, 'epoch': 7.06}
{'loss': 0.3306, 'grad_norm': 0.7863660454750061, 'learning_rate': 1.615622032288699e-05, 'epoch': 7.08}
{'loss': 0.3949, 'grad_norm': 0.8538528680801392, 'learning_rate': 1.6037511870845205e-05, 'epoch': 7.1}
{'loss': 0.3551, 'grad_norm': 0.9850518107414246, 'learning_rate': 1.591880341880342e-05, 'epoch': 7.12}
{'loss': 0.3696, 'grad_norm': 0.6568200588226318, 'learning_rate': 1.5800094966761632e-05, 'epoch': 7.14}
{'loss': 0.3519, 'grad_norm': 0.996569037437439, 'learning_rate': 1.568138651471985e-05, 'epoch': 7.16}
{'loss': 0.344, 'grad_norm': 0.9788619875907898, 'learning_rate': 1.5562678062678062e-05, 'epoch': 7.19}
{'loss': 0.3176, 'grad_norm': 0.7009328007698059, 'learning_rate': 1.544396961063628e-05, 'epoch': 7.21}
{'loss': 0.3604, 'grad_norm': 0.5698885321617126, 'learning_rate': 1.5325261158594492e-05, 'epoch': 7.23}
{'loss': 0.3748, 'grad_norm': 1.0881121158599854, 'learning_rate': 1.5206552706552707e-05, 'epoch': 7.25}
{'loss': 0.373, 'grad_norm': 0.5992795825004578, 'learning_rate': 1.5087844254510922e-05, 'epoch': 7.27}
{'loss': 0.3602, 'grad_norm': 0.6169404983520508, 'learning_rate': 1.4969135802469136e-05, 'epoch': 7.29}
{'loss': 0.3726, 'grad_norm': 0.6145695447921753, 'learning_rate': 1.485042735042735e-05, 'epoch': 7.31}
{'loss': 0.3618, 'grad_norm': 0.6250562071800232, 'learning_rate': 1.4731718898385566e-05, 'epoch': 7.33}
{'loss': 0.3269, 'grad_norm': 1.0663843154907227, 'learning_rate': 1.461301044634378e-05, 'epoch': 7.36}
{'loss': 0.3193, 'grad_norm': 0.7514224648475647, 'learning_rate': 1.4494301994301996e-05, 'epoch': 7.38}
{'loss': 0.3672, 'grad_norm': 0.9437509179115295, 'learning_rate': 1.437559354226021e-05, 'epoch': 7.4}
{'loss': 0.3391, 'grad_norm': 0.9102217555046082, 'learning_rate': 1.4256885090218424e-05, 'epoch': 7.42}
{'loss': 0.3658, 'grad_norm': 0.7247123122215271, 'learning_rate': 1.413817663817664e-05, 'epoch': 7.44}
{'loss': 0.3158, 'grad_norm': 0.7375673055648804, 'learning_rate': 1.4019468186134854e-05, 'epoch': 7.46}
{'loss': 0.3425, 'grad_norm': 0.8941465616226196, 'learning_rate': 1.390075973409307e-05, 'epoch': 7.48}
{'loss': 0.368, 'grad_norm': 1.0945968627929688, 'learning_rate': 1.3782051282051284e-05, 'epoch': 7.51}
{'loss': 0.3563, 'grad_norm': 0.9669343829154968, 'learning_rate': 1.3663342830009498e-05, 'epoch': 7.53}
{'loss': 0.3505, 'grad_norm': 1.0100747346878052, 'learning_rate': 1.3544634377967713e-05, 'epoch': 7.55}
{'loss': 0.371, 'grad_norm': 0.9496742486953735, 'learning_rate': 1.3425925925925928e-05, 'epoch': 7.57}
{'loss': 0.3461, 'grad_norm': 0.7865591645240784, 'learning_rate': 1.330721747388414e-05, 'epoch': 7.59}
{'loss': 0.3406, 'grad_norm': 0.8917500376701355, 'learning_rate': 1.3188509021842354e-05, 'epoch': 7.61}
{'loss': 0.3194, 'grad_norm': 0.742514431476593, 'learning_rate': 1.306980056980057e-05, 'epoch': 7.63}
{'loss': 0.3494, 'grad_norm': 0.7042025923728943, 'learning_rate': 1.2951092117758784e-05, 'epoch': 7.65}
{'loss': 0.3386, 'grad_norm': 0.6833182573318481, 'learning_rate': 1.2832383665717e-05, 'epoch': 7.68}
{'loss': 0.3559, 'grad_norm': 0.9008986949920654, 'learning_rate': 1.2713675213675213e-05, 'epoch': 7.7}
{'loss': 0.3287, 'grad_norm': 0.9717137217521667, 'learning_rate': 1.2594966761633428e-05, 'epoch': 7.72}
{'loss': 0.3244, 'grad_norm': 0.7358430624008179, 'learning_rate': 1.2476258309591643e-05, 'epoch': 7.74}
{'loss': 0.3303, 'grad_norm': 0.7070024013519287, 'learning_rate': 1.2357549857549858e-05, 'epoch': 7.76}
{'loss': 0.3583, 'grad_norm': 0.8319588899612427, 'learning_rate': 1.2238841405508073e-05, 'epoch': 7.78}
{'loss': 0.3239, 'grad_norm': 0.9736395478248596, 'learning_rate': 1.2120132953466286e-05, 'epoch': 7.8}
{'loss': 0.3663, 'grad_norm': 0.886509895324707, 'learning_rate': 1.2001424501424501e-05, 'epoch': 7.83}
{'loss': 0.3187, 'grad_norm': 0.8259080648422241, 'learning_rate': 1.1882716049382716e-05, 'epoch': 7.85}
{'loss': 0.3331, 'grad_norm': 0.8971941471099854, 'learning_rate': 1.1764007597340931e-05, 'epoch': 7.87}
{'loss': 0.3477, 'grad_norm': 0.9489917755126953, 'learning_rate': 1.1645299145299147e-05, 'epoch': 7.89}
{'loss': 0.3344, 'grad_norm': 0.9538809061050415, 'learning_rate': 1.1526590693257362e-05, 'epoch': 7.91}
{'loss': 0.3242, 'grad_norm': 0.6560642719268799, 'learning_rate': 1.1407882241215575e-05, 'epoch': 7.93}
{'loss': 0.348, 'grad_norm': 0.8336507678031921, 'learning_rate': 1.128917378917379e-05, 'epoch': 7.95}
{'loss': 0.3349, 'grad_norm': 0.5533966422080994, 'learning_rate': 1.1170465337132003e-05, 'epoch': 7.97}
{'loss': 0.3329, 'grad_norm': 0.8696276545524597, 'learning_rate': 1.1051756885090218e-05, 'epoch': 8.0}
{'eval_loss': 0.3271509110927582, 'eval_accuracy': 0.9104, 'eval_f1_score': 0.9091842387414184, 'eval_precision': 0.9095372487292327, 'eval_recall': 0.9092495483775656, 'eval_runtime': 1.9192, 'eval_samples_per_second': 5210.385, 'eval_steps_per_second': 163.085, 'epoch': 8.0}
{'loss': 0.3701, 'grad_norm': 1.0350072383880615, 'learning_rate': 1.0933048433048433e-05, 'epoch': 8.02}
{'loss': 0.336, 'grad_norm': 0.5260197520256042, 'learning_rate': 1.0814339981006648e-05, 'epoch': 8.04}
{'loss': 0.3255, 'grad_norm': 0.6562427878379822, 'learning_rate': 1.0695631528964863e-05, 'epoch': 8.06}
{'loss': 0.3476, 'grad_norm': 0.6395752429962158, 'learning_rate': 1.0576923076923077e-05, 'epoch': 8.08}
{'loss': 0.3169, 'grad_norm': 0.9823731184005737, 'learning_rate': 1.0458214624881292e-05, 'epoch': 8.1}
{'loss': 0.3026, 'grad_norm': 0.8536393046379089, 'learning_rate': 1.0339506172839507e-05, 'epoch': 8.12}
{'loss': 0.3562, 'grad_norm': 0.8207796812057495, 'learning_rate': 1.0220797720797722e-05, 'epoch': 8.15}
{'loss': 0.3672, 'grad_norm': 0.9620085954666138, 'learning_rate': 1.0102089268755937e-05, 'epoch': 8.17}
{'loss': 0.3235, 'grad_norm': 0.912397027015686, 'learning_rate': 9.98338081671415e-06, 'epoch': 8.19}
{'loss': 0.3248, 'grad_norm': 0.8054854869842529, 'learning_rate': 9.864672364672365e-06, 'epoch': 8.21}
{'loss': 0.3528, 'grad_norm': 1.1568171977996826, 'learning_rate': 9.74596391263058e-06, 'epoch': 8.23}
{'loss': 0.3658, 'grad_norm': 0.791314959526062, 'learning_rate': 9.627255460588794e-06, 'epoch': 8.25}
{'loss': 0.3328, 'grad_norm': 0.7738374471664429, 'learning_rate': 9.508547008547009e-06, 'epoch': 8.27}
{'loss': 0.3401, 'grad_norm': 0.8026701807975769, 'learning_rate': 9.389838556505224e-06, 'epoch': 8.29}
{'loss': 0.3535, 'grad_norm': 0.7372029423713684, 'learning_rate': 9.271130104463439e-06, 'epoch': 8.32}
{'loss': 0.3066, 'grad_norm': 0.7349726557731628, 'learning_rate': 9.152421652421652e-06, 'epoch': 8.34}
{'loss': 0.3632, 'grad_norm': 0.6779249310493469, 'learning_rate': 9.033713200379867e-06, 'epoch': 8.36}
{'loss': 0.3237, 'grad_norm': 0.9097583889961243, 'learning_rate': 8.915004748338082e-06, 'epoch': 8.38}
{'loss': 0.3398, 'grad_norm': 0.7157150506973267, 'learning_rate': 8.796296296296297e-06, 'epoch': 8.4}
{'loss': 0.3436, 'grad_norm': 0.741260290145874, 'learning_rate': 8.677587844254512e-06, 'epoch': 8.42}
{'loss': 0.2905, 'grad_norm': 0.6973578333854675, 'learning_rate': 8.558879392212726e-06, 'epoch': 8.44}
{'loss': 0.3158, 'grad_norm': 0.8035480976104736, 'learning_rate': 8.44017094017094e-06, 'epoch': 8.47}
{'loss': 0.3046, 'grad_norm': 1.0620267391204834, 'learning_rate': 8.321462488129156e-06, 'epoch': 8.49}
{'loss': 0.3495, 'grad_norm': 1.020635962486267, 'learning_rate': 8.202754036087369e-06, 'epoch': 8.51}
{'loss': 0.3264, 'grad_norm': 0.8782529830932617, 'learning_rate': 8.084045584045584e-06, 'epoch': 8.53}
{'loss': 0.339, 'grad_norm': 0.5879905819892883, 'learning_rate': 7.9653371320038e-06, 'epoch': 8.55}
{'loss': 0.3354, 'grad_norm': 0.9062883853912354, 'learning_rate': 7.846628679962014e-06, 'epoch': 8.57}
{'loss': 0.3474, 'grad_norm': 0.9592487215995789, 'learning_rate': 7.727920227920228e-06, 'epoch': 8.59}
{'loss': 0.3786, 'grad_norm': 0.6181870698928833, 'learning_rate': 7.609211775878443e-06, 'epoch': 8.61}
{'loss': 0.3641, 'grad_norm': 1.0274864435195923, 'learning_rate': 7.490503323836658e-06, 'epoch': 8.64}
{'loss': 0.3847, 'grad_norm': 1.1761631965637207, 'learning_rate': 7.371794871794873e-06, 'epoch': 8.66}
{'loss': 0.3361, 'grad_norm': 1.228101372718811, 'learning_rate': 7.253086419753087e-06, 'epoch': 8.68}
{'loss': 0.3057, 'grad_norm': 0.8500387072563171, 'learning_rate': 7.134377967711302e-06, 'epoch': 8.7}
{'loss': 0.331, 'grad_norm': 0.8672683835029602, 'learning_rate': 7.015669515669517e-06, 'epoch': 8.72}
{'loss': 0.3966, 'grad_norm': 0.5423394441604614, 'learning_rate': 6.896961063627731e-06, 'epoch': 8.74}
{'loss': 0.3679, 'grad_norm': 0.6316757202148438, 'learning_rate': 6.7782526115859445e-06, 'epoch': 8.76}
{'loss': 0.3426, 'grad_norm': 0.7522033452987671, 'learning_rate': 6.6595441595441595e-06, 'epoch': 8.79}
{'loss': 0.369, 'grad_norm': 0.8070740699768066, 'learning_rate': 6.540835707502374e-06, 'epoch': 8.81}
{'loss': 0.3296, 'grad_norm': 0.9315687417984009, 'learning_rate': 6.422127255460589e-06, 'epoch': 8.83}
{'loss': 0.3224, 'grad_norm': 0.6872735619544983, 'learning_rate': 6.303418803418804e-06, 'epoch': 8.85}
{'loss': 0.3294, 'grad_norm': 1.0812263488769531, 'learning_rate': 6.184710351377018e-06, 'epoch': 8.87}
{'loss': 0.3193, 'grad_norm': 0.7671422362327576, 'learning_rate': 6.066001899335233e-06, 'epoch': 8.89}
{'loss': 0.3206, 'grad_norm': 0.6183372735977173, 'learning_rate': 5.947293447293448e-06, 'epoch': 8.91}
{'loss': 0.3417, 'grad_norm': 0.9167706370353699, 'learning_rate': 5.828584995251662e-06, 'epoch': 8.93}
{'loss': 0.3218, 'grad_norm': 0.7726818919181824, 'learning_rate': 5.7098765432098764e-06, 'epoch': 8.96}
{'loss': 0.3516, 'grad_norm': 0.6421867609024048, 'learning_rate': 5.5911680911680915e-06, 'epoch': 8.98}
{'loss': 0.3425, 'grad_norm': 0.5658313632011414, 'learning_rate': 5.472459639126306e-06, 'epoch': 9.0}
{'eval_loss': 0.3228277862071991, 'eval_accuracy': 0.9108, 'eval_f1_score': 0.909600731449262, 'eval_precision': 0.909884249304149, 'eval_recall': 0.9096920889728508, 'eval_runtime': 1.9271, 'eval_samples_per_second': 5189.023, 'eval_steps_per_second': 162.416, 'epoch': 9.0}
{'loss': 0.3423, 'grad_norm': 0.6888698935508728, 'learning_rate': 5.353751187084521e-06, 'epoch': 9.02}
{'loss': 0.3582, 'grad_norm': 0.7626912593841553, 'learning_rate': 5.235042735042736e-06, 'epoch': 9.04}
{'loss': 0.3554, 'grad_norm': 0.7714075446128845, 'learning_rate': 5.11633428300095e-06, 'epoch': 9.06}
{'loss': 0.3552, 'grad_norm': 0.7917397022247314, 'learning_rate': 4.997625830959164e-06, 'epoch': 9.08}
{'loss': 0.3089, 'grad_norm': 0.6859750151634216, 'learning_rate': 4.878917378917379e-06, 'epoch': 9.1}
{'loss': 0.3264, 'grad_norm': 1.035583257675171, 'learning_rate': 4.760208926875593e-06, 'epoch': 9.13}
